2022-01-06,2022-01-13,2022-01-20,2022-01-27,2022-02-03,2022-02-10,2022-02-17,2022-02-24,2022-03-03,2022-03-10,2022-03-17,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-21,2022-04-28,2022-05-05,2022-05-12,2022-05-19,2022-05-26,2022-06-02,2022-06-09,2022-06-16,2022-06-23,2022-06-30,2022-07-07,2022-07-14,2022-07-21,2022-07-28,2022-08-04,2022-08-11,2022-08-18,2022-08-25,2022-09-01,2022-09-08,2022-09-15,2022-09-22,2022-09-29,2022-10-06,2022-10-13,2022-10-20,2022-10-27,2022-11-03,2022-11-10,2022-11-17,2022-11-24
"Moth To A Flame (with The Weeknd)---Swedish House Mafia, The Weeknd","DÁKITI---Bad Bunny, Jhayco","Yes Indeed---Lil Baby, Drake","Mood (feat. iann dior)---24kGoldn, iann dior",Love Grows (Where My Rosemary Goes)---Edison Lighthouse,Out of Time---The Weeknd,"Save Your Tears (with Ariana Grande) (Remix)---The Weeknd, Ariana Grande",Day 'N' Nite (nightmare)---Kid Cudi,Electric Love---BØRNS,Eventually---Tame Impala,Eventually---Tame Impala,"Miss The Rage---Trippie Redd, Playboi Carti",mainstream sellout---Machine Gun Kelly,The Hills---The Weeknd,The Less I Know The Better---Tame Impala,Cigarette Daydreams---Cage The Elephant,Streets---Doja Cat,More Than My Hometown---Morgan Wallen,2055---Sleepy Hallow,Love Sosa---Chief Keef,Dreams - 2004 Remaster---Fleetwood Mac,Nail Tech---Jack Harlow,"Pursuit Of Happiness (Nightmare)---Kid Cudi, MGMT, Ratatat",Redbone---Childish Gambino,After Dark---Mr.Kitty,Redbone---Childish Gambino,Save Your Tears---The Weeknd,Smells Like Teen Spirit---Nirvana,The Night We Met---Lord Huron,Smells Like Teen Spirit---Nirvana,"Yes Indeed---Lil Baby, Drake","Numb---Marshmello, Khalid","Better Days (NEIKED x Mae Muller x Polo G)---NEIKED, Mae Muller, Polo G",Pink + White---Frank Ocean,"Enemy (with JID) - from the series Arcane League of Legends---Imagine Dragons, JID, Arcane, League of Legends",Viva La Vida---Coldplay,Sand In My Boots---Morgan Wallen,It Was A Good Day---Ice Cube,"NEW MAGIC WAND---Tyler, The Creator",Antarctica---$uicideboy$,HUMBLE.---Kendrick Lamar,"The Spins---Mac Miller, Empire of the Sun",I Wonder---Kanye West,Not Finished---Lil Baby,"Monotonía---Shakira, Ozuna","Ric Flair Drip (with Metro Boomin)---Offset, Metro Boomin",PUFFIN ON ZOOTIEZ---Future
"Feline (with Polo G & Trippie Redd)---Juice WRLD, Polo G, Trippie Redd","LOVE. FEAT. ZACARI.---Kendrick Lamar, Zacari","too easy---Gunna, Future","1 Scale (feat. G Herbo)---Young Dolph, G Herbo",Cigarette Daydreams---Cage The Elephant,Fancy Like---Walker Hayes,Wishing Well---Juice WRLD,Jocelyn Flores---XXXTENTACION,Sacrifice---The Weeknd,Poppin---Yeat,"EARFQUAKE---Tyler, The Creator","Come & Go (with Marshmello)---Juice WRLD, Marshmello",twin flame---Machine Gun Kelly,Streets---Doja Cat,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)---Taylor Swift,Everlong---Foo Fighters,It Was A Good Day---Ice Cube,Tennessee Whiskey---Chris Stapleton,"DÁKITI---Bad Bunny, Jhayco",Save Your Tears---The Weeknd,It Was A Good Day---Ice Cube,"Fair Trade (with Travis Scott)---Drake, Travis Scott",Redbone---Childish Gambino,Iris---The Goo Goo Dolls,All Girls Are The Same---Juice WRLD,Get Into It (Yuh)---Doja Cat,Love Sosa---Chief Keef,Monëy so big---Yeat,All Girls Are The Same---Juice WRLD,All Girls Are The Same---Juice WRLD,"MAMIII---Becky G, KAROL G",Daylight---Harry Styles,Riptide---Vance Joy,Like I Love Country Music---Kane Brown,Need to Know---Doja Cat,5 Foot 9---Tyler Hubbard,Watermelon Sugar---Harry Styles,Detox---Lil Baby,Freaks---Surf Curse,Sand In My Boots---Morgan Wallen,Sand In My Boots---Morgan Wallen,Feathered Indians---Tyler Childers,Lost---Frank Ocean,Dah Dah DahDah---Nardo Wick,rises the moon---Liana Flores,Betty (Get Money)---Yung Gravy,Don’t Blame Me---Taylor Swift
Hurricane---Kanye West,Star Shopping---Lil Peep,"Mood (feat. iann dior)---24kGoldn, iann dior",HUMBLE.---Kendrick Lamar,"Leave The Door Open---Bruno Mars, Anderson .Paak, Silk Sonic",Jealous---Eyedress,Save Your Tears---The Weeknd,Looking Out for You---Joy Again,The Hills---The Weeknd,Cigarette Daydreams---Cage The Elephant,MIDDLE CHILD---J. Cole,Praise God---Kanye West,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)---Taylor Swift,Cigarette Daydreams---Cage The Elephant,Cigarette Daydreams---Cage The Elephant,"The Family Madrigal---Stephanie Beatriz, Olga Merediz, Encanto - Cast",Cigarette Daydreams---Cage The Elephant,"Hold That Heat (feat. Travis Scott)---Southside, Future, Travis Scott",Me and Your Mama---Childish Gambino,It Was A Good Day---Ice Cube,"Flower Shops (feat. Morgan Wallen)---ERNEST, Morgan Wallen",Save Your Tears---The Weeknd,"Danger Zone - From ""Top Gun"" Original Soundtrack---Kenny Loggins",Easy On Me---Adele,Work Out---J. Cole,Freaks---Surf Curse,"Te Felicito---Shakira, Rauw Alejandro",Save Your Tears---The Weeknd,7 Summers---Morgan Wallen,"LOVE. FEAT. ZACARI.---Kendrick Lamar, Zacari","Die Hard---Kendrick Lamar, Blxst, Amanda Reifer",MIDDLE OF THE NIGHT---Elley Duhé,I'M THAT GIRL---Beyoncé,Antarctica---$uicideboy$,"Callaita---Bad Bunny, Tainy",Another Love---Tom Odell,Another Love---Tom Odell,I Wonder---Kanye West,"ARE WE STILL FRIENDS?---Tyler, The Creator",All Your'n---Tyler Childers,MIDDLE CHILD---J. Cole,YKWIM?---Yot Club,Space Song---Beach House,Bag Talk---Polo G,Don’t Blame Me---Taylor Swift,5 Foot 9---Tyler Hubbard,Middle of the Ocean---Drake
25 million---Roddy Ricch,"The Way Life Goes (feat. Oh Wonder)---Lil Uzi Vert, Oh Wonder","Moth To A Flame (with The Weeknd)---Swedish House Mafia, The Weeknd",Kilby Girl---The Backseat Lovers,My Kind of Woman---Mac DeMarco,"Till I Collapse---Eminem, Nate Dogg",Wasted On You---Morgan Wallen,Wasted On You---Morgan Wallen,trademark usa---Baby Keem,"Flower Shops (feat. Morgan Wallen)---ERNEST, Morgan Wallen",The Less I Know The Better---Tame Impala,Cigarette Daydreams---Cage The Elephant,The Less I Know The Better---Tame Impala,"Desesperados---Rauw Alejandro, Chencho Corleone",The Hills---The Weeknd,It Was A Good Day---Ice Cube,Chasin' You---Morgan Wallen,"Tell Em---Cochise, $NOT",Martin & Gina---Polo G,favorite crime---Olivia Rodrigo,"Fair Trade (with Travis Scott)---Drake, Travis Scott",Notion---The Rare Occasions,"Fair Trade (with Travis Scott)---Drake, Travis Scott",Cover Me Up---Morgan Wallen,"NEW MAGIC WAND---Tyler, The Creator",The Night We Met---Lord Huron,Keep Driving---Harry Styles,Redbone---Childish Gambino,Thousand Miles---The Kid LAROI,What My World Spins Around---Jordan Davis,After Dark---Mr.Kitty,Riptide---Vance Joy,"King For A Day---Pierce The Veil, Kellin Quinn","Buy Dirt---Jordan Davis, Luke Bryan",Wait a Minute!---WILLOW,Smells Like Teen Spirit---Nirvana,Fall In Love---Bailey Zimmerman,Smells Like Teen Spirit---Nirvana,Blow---Moneybagg Yo,MIDDLE CHILD---J. Cole,cardigan---Taylor Swift,Super Gremlin---Kodak Black,Happier Than Ever---Billie Eilish,The Night We Met---Lord Huron,All Your'n---Tyler Childers,Space Song---Beach House,"Glock In My Lap---21 Savage, Metro Boomin"
Everybody Talks---Neon Trees,"my ex's best friend (with blackbear)---Machine Gun Kelly, blackbear",Not Allowed---TV Girl,Burn---Juice WRLD,"Push It (feat. Young Thug)---NLE Choppa, Young Thug",My Kind of Woman---Mac DeMarco,"Yes Indeed---Lil Baby, Drake",Washing Machine Heart---Mitski,"The Motto---Tiësto, Ava Max",Ain't Shit---Doja Cat,"Desesperados---Rauw Alejandro, Chencho Corleone",Jocelyn Flores---XXXTENTACION,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)---Nardo Wick, G Herbo, Lil Durk, 21 Savage","LOVE. FEAT. ZACARI.---Kendrick Lamar, Zacari","Godzilla (feat. Juice WRLD)---Eminem, Juice WRLD",this is what falling in love feels like---JVKE,The Less I Know The Better---Tame Impala,Took Her To The O---King Von,Iris---The Goo Goo Dolls,All Girls Are The Same---Juice WRLD,In A Minute---Lil Baby,HUMBLE.---Kendrick Lamar,Chasin' You---Morgan Wallen,All Girls Are The Same---Juice WRLD,El Apagón---Bad Bunny,"Pursuit Of Happiness (Nightmare)---Kid Cudi, MGMT, Ratatat","NEW MAGIC WAND---Tyler, The Creator","Starboy---The Weeknd, Daft Punk",Un Coco---Bad Bunny,When It Rains It Pours---Luke Combs,Freaks---Surf Curse,Un Coco---Bad Bunny,El Apagón---Bad Bunny,drivers license---Olivia Rodrigo,After Dark---Mr.Kitty,"Buy Dirt---Jordan Davis, Luke Bryan",Wait a Minute!---WILLOW,"ARE WE STILL FRIENDS?---Tyler, The Creator","Levitating (feat. DaBaby)---Dua Lipa, DaBaby",Smells Like Teen Spirit---Nirvana,Matilda---Harry Styles,Love Sosa---Chief Keef,After Dark---Mr.Kitty,It Was A Good Day---Ice Cube,Everlong---Foo Fighters,Sparks---Coldplay,"Carol of the Bells---Mykola Dmytrovych Leontovych, John Williams"
SAD!---XXXTENTACION,Electric Love---BØRNS,Love Sosa---Chief Keef,Sand In My Boots---Morgan Wallen,Jealous---Eyedress,Sand In My Boots---Morgan Wallen,Wet Dreamz---J. Cole,"EARFQUAKE---Tyler, The Creator",3 Nights---Dominic Fike,"Rumors (feat. Lil Durk)---Gucci Mane, Lil Durk",trademark usa---Baby Keem,"my ex's best friend (with blackbear)---Machine Gun Kelly, blackbear","Till I Collapse---Eminem, Nate Dogg","Save Your Tears (Remix) (with Ariana Grande) - Bonus Track---The Weeknd, Ariana Grande","City of Gods---Fivio Foreign, Kanye West, Alicia Keys",Streets---Doja Cat,"Tell Em---Cochise, $NOT",The Hills---The Weeknd,All Girls Are The Same---Juice WRLD,Passionfruit---Drake,Mirror---Kendrick Lamar,Redbone---Childish Gambino,Tennessee Whiskey---Chris Stapleton,For Youth---BTS,Redbone---Childish Gambino,The Hills---The Weeknd,"We Don't Talk About Bruno---Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",Distraction---Polo G,Distraction---Polo G,"Drowning (feat. Kodak Black)---A Boogie Wit da Hoodie, Kodak Black","Andrea---Bad Bunny, Buscabulla",Cover Me Up---Morgan Wallen,The Night We Met---Lord Huron,The Night We Met---Lord Huron,More Than My Hometown---Morgan Wallen,"MAMIII---Becky G, KAROL G",ORANGE SODA---Baby Keem,"Levitating (feat. DaBaby)---Dua Lipa, DaBaby",Cover Me Up---Morgan Wallen,Matilda---Harry Styles,Antarctica---$uicideboy$,"Numb---Marshmello, Khalid",Blank Space---Taylor Swift,"Ric Flair Drip (with Metro Boomin)---Offset, Metro Boomin",Sparks---Coldplay,Father Stretch My Hands Pt. 1---Kanye West,STAR WALKIN' (League of Legends Worlds Anthem)---Lil Nas X
"Back in Blood (feat. Lil Durk)---Pooh Shiesty, Lil Durk",goosebumps---Travis Scott,BRIGHTSIDE---The Lumineers,Bound 2---Kanye West,Sand In My Boots---Morgan Wallen,Wet Dreamz---J. Cole,goosebumps---Travis Scott,"She Knows (feat. Amber Coffman & Cults)---J. Cole, Cults, Amber Coffman","Fuck Love---XXXTENTACION, Trippie Redd","Desesperados---Rauw Alejandro, Chencho Corleone",AMAZING---Rex Orange County,"Ric Flair Drip (with Metro Boomin)---Offset, Metro Boomin","my ex's best friend (with blackbear)---Machine Gun Kelly, blackbear","3G (feat. Lil Uzi Vert)---Yeat, Lil Uzi Vert","Ric Flair Drip (with Metro Boomin)---Offset, Metro Boomin",Lose Yourself---Eminem,"Still D.R.E.---Dr. Dre, Snoop Dogg",When You're Gone---Shawn Mendes,The Real Slim Shady---Eminem,Flowers---Lauren Spencer Smith,"LOVE. FEAT. ZACARI.---Kendrick Lamar, Zacari","Drip Too Hard (Lil Baby & Gunna)---Lil Baby, Gunna",Ain't Shit---Doja Cat,Jocelyn Flores---XXXTENTACION,Get Into It (Yuh)---Doja Cat,Don't Stop Believin'---Journey,"Ni**as In Paris---JAY-Z, Kanye West",Love Sosa---Chief Keef,Arson---j-hope,The Night We Met---Lord Huron,Cover Me Up---Morgan Wallen,Victoria's Secret---Jax,Novacane---Frank Ocean,"Otro Atardecer---Bad Bunny, The Marías","DÁKITI---Bad Bunny, Jhayco",Antarctica---$uicideboy$,ball w/o you---21 Savage,"Kiss Me More (feat. SZA)---Doja Cat, SZA",ORANGE SODA---Baby Keem,What My World Spins Around---Jordan Davis,2055---Sleepy Hallow,More Than My Hometown---Morgan Wallen,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)---Taylor Swift,Super Gremlin---Kodak Black,Heading South---Zach Bryan,Thought You Should Know---Morgan Wallen,"CAIRO---KAROL G, Ovy On The Drums"
The Less I Know The Better---Tame Impala,Dreams - 2004 Remaster---Fleetwood Mac,poochie gown---Gunna,Cigarette Daydreams---Cage The Elephant,Heartbreak Anniversary---Giveon,Without Me---Eminem,Love & War---Kodak Black,Cigarette Daydreams---Cage The Elephant,Cigarette Daydreams---Cage The Elephant,For Tonight---Giveon,Cigarette Daydreams---Cage The Elephant,goosebumps---Travis Scott,HUMBLE.---Kendrick Lamar,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)---Nardo Wick, G Herbo, Lil Durk, 21 Savage","Till I Collapse---Eminem, Nate Dogg",All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)---Taylor Swift,Let The Smokers Shine The Coupes---Pusha T,"Fuck Love---XXXTENTACION, Trippie Redd",Redbone---Childish Gambino,PRIDE.---Kendrick Lamar,"What Happened To Virgil (feat. Gunna)---Lil Durk, Gunna",In A Minute---Lil Baby,Don't Think Jesus---Morgan Wallen,Good Days---SZA,Dos Mil 16---Bad Bunny,Save Your Tears---The Weeknd,Light Switch---Charlie Puth,Passionfruit---Drake,Iris---The Goo Goo Dolls,"Otro Atardecer---Bad Bunny, The Marías",Don't Stop Believin'---Journey,"Andrea---Bad Bunny, Buscabulla","DÁKITI---Bad Bunny, Jhayco","MAMIII---Becky G, KAROL G",Sand In My Boots---Morgan Wallen,"Bam Bam (feat. Ed Sheeran)---Camila Cabello, Ed Sheeran","ARE WE STILL FRIENDS?---Tyler, The Creator",Cover Me Up---Morgan Wallen,"LOVE. FEAT. ZACARI.---Kendrick Lamar, Zacari",ORANGE SODA---Baby Keem,Smells Like Teen Spirit---Nirvana,ORANGE SODA---Baby Keem,The Night We Met---Lord Huron,All Your'n---Tyler Childers,J.---Ivan Cornejo,"LOVE. FEAT. ZACARI.---Kendrick Lamar, Zacari",Star Shopping---Lil Peep
Tennessee Whiskey---Chris Stapleton,"She Knows (feat. Amber Coffman & Cults)---J. Cole, Cults, Amber Coffman",Sand In My Boots---Morgan Wallen,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)---Tainy, Bad Bunny, Julieta Venegas",HUMBLE.---Kendrick Lamar,The Hills---The Weeknd,Cigarette Daydreams---Cage The Elephant,"Neon Guts (feat. Pharrell Williams)---Lil Uzi Vert, Pharrell Williams",this is what falling in love feels like---JVKE,"Come & Go (with Marshmello)---Juice WRLD, Marshmello",Hrs & Hrs---Muni Long,favorite crime---Olivia Rodrigo,"Godzilla (feat. Juice WRLD)---Eminem, Juice WRLD",When I Was Your Man---Bruno Mars,Mount Everest---Labrinth,"Miss The Rage---Trippie Redd, Playboi Carti","Fuck Love---XXXTENTACION, Trippie Redd",XO Tour Llif3---Lil Uzi Vert,"The Way Life Goes (feat. Oh Wonder)---Lil Uzi Vert, Oh Wonder","Jugaste y Sufrí---Eslabon Armado, DannyLux",favorite crime---Olivia Rodrigo,Martin & Gina---Polo G,"Ni**as In Paris---JAY-Z, Kanye West",Ain't Shit---Doja Cat,Party In The U.S.A.---Miley Cyrus,Betty (Get Money)---Yung Gravy,"Starboy---The Weeknd, Daft Punk",Enter Sandman (Remastered)---Metallica,Enter Sandman (Remastered)---Metallica,Good Days---SZA,Father Stretch My Hands Pt. 1---Kanye West,"MAMIII---Becky G, KAROL G","HOTEL LOBBY (Unc & Phew)---Quavo, Takeoff",Daddy Issues---The Neighbourhood,Dandelions---Ruth B.,Daylight---Harry Styles,Don’t Blame Me---Taylor Swift,2055---Sleepy Hallow,2055---Sleepy Hallow,"Levitating (feat. DaBaby)---Dua Lipa, DaBaby",Heading South---Zach Bryan,Woman---Doja Cat,rises the moon---Liana Flores,Space Song---Beach House,Space Song---Beach House,ORANGE SODA---Baby Keem,Break My Heart---Rod Wave
"Best Friend (feat. Doja Cat)---Saweetie, Doja Cat",Sand In My Boots---Morgan Wallen,"1 Scale (feat. G Herbo)---Young Dolph, G Herbo",Smells Like Teen Spirit---Nirvana,KEEP IT UP---Rex Orange County,Kilby Girl---The Backseat Lovers,"EARFQUAKE---Tyler, The Creator","my ex's best friend (with blackbear)---Machine Gun Kelly, blackbear","Scared Money (feat. J. Cole and Moneybagg Yo)---YG, J. Cole, Moneybagg Yo",Young---Vacations,love nwantiti (ah ah ah)---CKay,MANIAC---Stray Kids,"Freaky Deaky---Tyga, Doja Cat","Peaches (feat. Daniel Caesar & Giveon)---Justin Bieber, Daniel Caesar, Giveon",Out of Time---The Weeknd,happier---Olivia Rodrigo,From Austin---Zach Bryan,"P power (feat. Drake)---Gunna, Drake",Circles---Post Malone,Redbone---Childish Gambino,Chasin' You---Morgan Wallen,Party In The U.S.A.---Miley Cyrus,Martin & Gina---Polo G,"Ni**as In Paris---JAY-Z, Kanye West",Love Sosa---Chief Keef,Love Sosa---Chief Keef,Sky---Playboi Carti,The Night We Met---Lord Huron,Father Stretch My Hands Pt. 1---Kanye West,Fall In Love---Bailey Zimmerman,Redbone---Childish Gambino,SNAP---Rosa Linn,Don't Stop Believin'---Journey,Sky---Playboi Carti,"Broadway Girls (feat. Morgan Wallen)---Lil Durk, Morgan Wallen",Wait a Minute!---WILLOW,Chasin' You---Morgan Wallen,Dandelions---Ruth B.,Watermelon Sugar---Harry Styles,"ARE WE STILL FRIENDS?---Tyler, The Creator",RAPSTAR---Polo G,Freaks---Surf Curse,traitor---Olivia Rodrigo,Lost---Frank Ocean,KICK BACK---Kenshi Yonezu,What My World Spins Around---Jordan Davis,"Ric Flair Drip (with Metro Boomin)---Offset, Metro Boomin"
"For The Night (feat. Lil Baby & DaBaby)---Pop Smoke, Lil Baby, DaBaby",Dandelions---Ruth B.,"Lemonade (feat. NAV)---Internet Money, Gunna, Don Toliver, NAV","No Love (with SZA)---Summer Walker, SZA","Jumpin (feat. Polo G)---NLE Choppa, Polo G",The Night We Met---Lord Huron,Kilby Girl---The Backseat Lovers,Ain't Shit---Doja Cat,Looking Out for You---Joy Again,Fancy Like---Walker Hayes,Young---Vacations,Tennessee Whiskey---Chris Stapleton,"All Falls Down---Kanye West, Syleena Johnson",brutal---Olivia Rodrigo,"LOVE. FEAT. ZACARI.---Kendrick Lamar, Zacari","Thinking with My Dick (feat. Juicy J)---Kevin Gates, Juicy J",Lose Yourself---Eminem,MONTERO (Call Me By Your Name)---Lil Nas X,"Fair Trade (with Travis Scott)---Drake, Travis Scott","Meet Me At Our Spot---THE ANXIETY, WILLOW, Tyler Cole",From Austin---Zach Bryan,Fancy Like---Walker Hayes,Cover Me Up---Morgan Wallen,Born Singer---BTS,"Ni**as In Paris---JAY-Z, Kanye West",Cruel Summer---Taylor Swift,Father Stretch My Hands Pt. 1---Kanye West,"Ni**as In Paris---JAY-Z, Kanye West",Grrrls---Lizzo,"Andrea---Bad Bunny, Buscabulla",Love Sosa---Chief Keef,"...And to Those I Love, Thanks for Sticking Around---$uicideboy$",Cover Me Up---Morgan Wallen,"NEW MAGIC WAND---Tyler, The Creator","HOTEL LOBBY (Unc & Phew)---Quavo, Takeoff","DÁKITI---Bad Bunny, Jhayco",Sticky---Drake,Don’t Blame Me---Taylor Swift,"No Church In The Wild---JAY-Z, Kanye West, Frank Ocean, The-Dream","NEW MAGIC WAND---Tyler, The Creator","Levitating (feat. DaBaby)---Dua Lipa, DaBaby","Pursuit Of Happiness (Nightmare)---Kid Cudi, MGMT, Ratatat",Save Your Tears---The Weeknd,Circles---Post Malone,5 Foot 9---Tyler Hubbard,"All The Stars (with SZA)---Kendrick Lamar, SZA","Buy Dirt---Jordan Davis, Luke Bryan"
Talking to the Moon---Bruno Mars,Lost---Frank Ocean,"Fuck Love---XXXTENTACION, Trippie Redd","Fuck Love---XXXTENTACION, Trippie Redd","Mood (feat. iann dior)---24kGoldn, iann dior","Fuck Love---XXXTENTACION, Trippie Redd",Heather---Conan Gray,The Less I Know The Better---Tame Impala,"Leave The Door Open---Bruno Mars, Anderson .Paak, Silk Sonic",telepatía---Kali Uchis,Wishing Well---Juice WRLD,Young---Vacations,"Yes Indeed---Lil Baby, Drake",It Was A Good Day---Ice Cube,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track---Jack Harlow, Tory Lanez, DaBaby, Lil Wayne","Godzilla (feat. Juice WRLD)---Eminem, Juice WRLD",Mr. Rager---Kid Cudi,"Sunroof---Nicky Youre, dazy",Softcore---The Neighbourhood,"The Way Life Goes (feat. Oh Wonder)---Lil Uzi Vert, Oh Wonder",Golden---Harry Styles,When It Rains It Pours---Luke Combs,Save Your Tears---The Weeknd,Tek It---Cafuné,"Pursuit Of Happiness (Nightmare)---Kid Cudi, MGMT, Ratatat","The Way Life Goes (feat. Oh Wonder)---Lil Uzi Vert, Oh Wonder",Iris---The Goo Goo Dolls,Grapejuice---Harry Styles,Passionfruit---Drake,"The Way Life Goes (feat. Oh Wonder)---Lil Uzi Vert, Oh Wonder","NEW MAGIC WAND---Tyler, The Creator","Die Hard---Kendrick Lamar, Blxst, Amanda Reifer",Smells Like Teen Spirit---Nirvana,"LOVE. FEAT. ZACARI.---Kendrick Lamar, Zacari",29---Demi Lovato,THATS WHAT I WANT---Lil Nas X,"Broadway Girls (feat. Morgan Wallen)---Lil Durk, Morgan Wallen",The Real Slim Shady---Eminem,ball w/o you---21 Savage,2055---Sleepy Hallow,deja vu---Olivia Rodrigo,Antarctica---$uicideboy$,"INDUSTRY BABY (feat. Jack Harlow)---Lil Nas X, Jack Harlow",I Wonder---Kanye West,Father Stretch My Hands Pt. 1---Kanye West,PROVENZA---KAROL G,Fall In Love---Bailey Zimmerman
"Get You (feat. Kali Uchis)---Daniel Caesar, Kali Uchis","Mood (feat. iann dior)---24kGoldn, iann dior",Watermelon Sugar---Harry Styles,"Lemonade (feat. NAV)---Internet Money, Gunna, Don Toliver, NAV",The Night We Met---Lord Huron,The Less I Know The Better---Tame Impala,Day 'N' Nite (nightmare)---Kid Cudi,Heather---Conan Gray,"She Knows (feat. Amber Coffman & Cults)---J. Cole, Cults, Amber Coffman","My Universe---Coldplay, BTS",Looking Out for You---Joy Again,"LA CANCIÓN---J Balvin, Bad Bunny",The Hills---The Weeknd,"Ric Flair Drip (with Metro Boomin)---Offset, Metro Boomin",brutal---Olivia Rodrigo,"Till I Collapse---Eminem, Nate Dogg",Me and Your Mama---Childish Gambino,Me and Your Mama---Childish Gambino,State Fair---Jack Harlow,what would you do?---Tate McRae,Martin & Gina---Polo G,Don't Stop Believin'---Journey,"Drip Too Hard (Lil Baby & Gunna)---Lil Baby, Gunna",Party In The U.S.A.---Miley Cyrus,Father Stretch My Hands Pt. 1---Kanye West,"Fair Trade (with Travis Scott)---Drake, Travis Scott",Riptide---Vance Joy,Little Freak---Harry Styles,Fancy Like---Walker Hayes,FOR FUN---Lil Uzi Vert,"No Matter Which Direction I'm Going In, I Never Chase These Hoes---$uicideboy$",YKWIM?---Yot Club,Stone Rolling---Rod Wave,"Better Days (NEIKED x Mae Muller x Polo G)---NEIKED, Mae Muller, Polo G",Sky---Playboi Carti,"NEW MAGIC WAND---Tyler, The Creator","La Curiosidad---Ivan Cornejo, Eslabon Armado","DÁKITI---Bad Bunny, Jhayco","Broadway Girls (feat. Morgan Wallen)---Lil Durk, Morgan Wallen","La Curiosidad---Ivan Cornejo, Eslabon Armado",Pure Cocaine---Lil Baby,Cruel Summer---Taylor Swift,Super Gremlin---Kodak Black,"GATÚBELA---KAROL G, Maldy",we fell in love in october---girl in red,Running Up That Hill (A Deal With God)---Kate Bush,Father Stretch My Hands Pt. 1---Kanye West
"Fell In Luv (feat. Bryson Tiller)---Playboi Carti, Bryson Tiller","The Motto---Tiësto, Ava Max",Don’t Break My Heart---The Weeknd,MIDDLE CHILD---J. Cole,No Idea---Don Toliver,Heartbreak Anniversary---Giveon,The Less I Know The Better---Tame Impala,"Forgot About Dre---Dr. Dre, Eminem",Wishing Well---Juice WRLD,"my ex's best friend (with blackbear)---Machine Gun Kelly, blackbear","my ex's best friend (with blackbear)---Machine Gun Kelly, blackbear","Petty Too (feat. Future)---Lil Durk, Future",It Was A Good Day---Ice Cube,Star Shopping---Lil Peep,Streets---Doja Cat,"Ric Flair Drip (with Metro Boomin)---Offset, Metro Boomin","Till I Collapse---Eminem, Nate Dogg",Young---Vacations,Passionfruit---Drake,The Real Slim Shady---Eminem,Redbone---Childish Gambino,Right On---Lil Baby,5 Foot 9---Tyler Hubbard,Father Stretch My Hands Pt. 1---Kanye West,Don't Stop Believin'---Journey,"NEW MAGIC WAND---Tyler, The Creator",The Night We Met---Lord Huron,"Drip Too Hard (Lil Baby & Gunna)---Lil Baby, Gunna","One Right Now (with The Weeknd)---Post Malone, The Weeknd",Iris---The Goo Goo Dolls,"LOVE. FEAT. ZACARI.---Kendrick Lamar, Zacari",Don't Stop Believin'---Journey,Sky---Playboi Carti,"Andrea---Bad Bunny, Buscabulla","NEW MAGIC WAND---Tyler, The Creator","Callaita---Bad Bunny, Tainy","Buy Dirt---Jordan Davis, Luke Bryan","Broadway Girls (feat. Morgan Wallen)---Lil Durk, Morgan Wallen",Good Days---SZA,Heather---Conan Gray,Shivers---Ed Sheeran,2055---Sleepy Hallow,Shut Down---BLACKPINK,Redbone---Childish Gambino,Fall In Love---Bailey Zimmerman,Feathered Indians---Tyler Childers,"LOKERA---Rauw Alejandro, Lyanno, Brray"
